area,type,total,price,name
中山区,中楼层(共7层)|1990年建|2室1厅|67.05平米|南北, 118万,"17,599元/平",山峦街
中山区,中楼层(共6层)|1995年建|2室2厅|81.71平米|西南北, 110万,"13,463元/平",山岭巷
中山区,高楼层(共31层)|2004年建|1室0厅|46.85平米|北, 62.8万,"13,405元/平",休斯顿公寓
中山区,高楼层(共16层)|1990年建|1室1厅|43.75平米|西, 55万,"12,572元/平",德光巷
中山区,中楼层(共29层)|2004年建|1室1厅|47.58平米|南, 65万,"13,662元/平",中央公馆
中山区,高楼层(共27层)|2009年建|1室1厅|48.88平米|东北, 65万,"13,298元/平",普照假日广场
中山区,中楼层(共46层)|2008年建|3室2厅|215.25平米|西北, 335万,"15,564元/平",时代广场
中山区,中楼层(共7层)|1997年建|1室1厅|46.2平米|西南, 65万,"14,070元/平",碧波园
中山区,中楼层(共31层)|2004年建|1室0厅|44.96平米|南, 88万,"19,573元/平",休斯顿公寓
中山区,中楼层(共7层)|1994年建|2室1厅|78.96平米|南北, 109万,"13,805元/平",秀月广场
中山区,中楼层(共7层)|1994年建|2室1厅|79.56平米|南北, 108万,"13,575元/平",秀月广场
中山区,高楼层(共28层)|2000年建|2室1厅|116.73平米|西南, 140万,"11,994元/平",上鼎大厦
中山区,中楼层(共6层)|1996年建|2室1厅|46.96平米|南西, 85万,"18,101元/平",桃源小学
中山区,高楼层(共24层)|2015年建|2室1厅|72.6平米|南北, 188万,"25,896元/平",胜鼎桃源
中山区,高楼层(共6层)|1999年建|2室1厅|45.72平米|南北, 64万,"13,999元/平",岭前街
中山区,中楼层(共7层)|1993年建|1室1厅|43.91平米|南, 102万,"23,230元/平",39中明阳街
中山区,高楼层(共8层)|1993年建|1室1厅|34.68平米|西, 49万,"14,130元/平",永胜街（三八广场）
中山区,低楼层(共18层)|2008年建|2室1厅|92.49平米|南北, 158万,"17,083元/平",东港印象DE区
中山区,低楼层(共46层)|2008年建|2室1厅|160.24平米|东, 260万,"16,226元/平",时代广场
中山区,高楼层(共27层)|2009年建|4室2厅|177.9平米|南北, 486万,"27,319元/平",金广东海岸
中山区,高楼层(共6层)|1996年建|2室1厅|54.64平米|南北, 98万,"17,936元/平",桃源小学
中山区,中楼层(共6层)|1992年建|2室1厅|50.3平米|北南, 210万,"41,750元/平",九中爱华街
中山区,高楼层(共30层)|2008年建|1室0厅|47.41平米|南, 83万,"17,507元/平",海派优座
中山区,中楼层(共7层)|1998年建|3室1厅|78.73平米|南北, 212.5万,"26,991元/平",39中明泽街
中山区,高楼层(共18层)|1996年建|1室0厅|26.47平米|北, 75万,"28,334元/平",秀月风景
中山区,高楼层(共7层)|1998年建|1室1厅|41.82平米|南, 69万,"16,500元/平",海景园
中山区,高楼层(共7层)|1990年建|2室1厅|57.06平米|南北, 85.8万,"15,037元/平",中南路
中山区,高楼层(共6层)|1990年建|2室1厅|54.5平米|南北西, 73万,"13,395元/平",文明巷
中山区,中楼层(共7层)|1985年建|3室1厅|97.38平米|南北, 168万,"17,253元/平",北斗街（三八广场）
中山区,高楼层(共4层)|1994年建|2室1厅|42.3平米|南, 42万,"9,930元/平",山海巷
中山区,高楼层(共45层)|2019年建|2室1厅|102.81平米|西北, 277万,"26,943元/平",中信丰悦城
中山区,中楼层(共7层)|1988年建|2室1厅|53.07平米|东南北, 67万,"12,625元/平",山屏街
中山区,中楼层(共28层)3室2厅|122.72平米|北南, 350万,"28,521元/平",胜鼎景山
中山区,中楼层(共46层)|2008年建|3室2厅|215.25平米|西北, 330万,"15,332元/平",时代广场
中山区,中楼层(共31层)|1996年建|2室1厅|62.45平米|东, 136万,"21,778元/平",海港公寓（三八广场）
中山区,高楼层(共31层)|1996年建|2室1厅|88.44平米|南西北, 189万,"21,371元/平",海港公寓（三八广场）
中山区,低楼层(共51层)|2018年建|1室1厅|44.62平米|南, 155万,"34,738元/平",东港天鹅湾
中山区,中楼层(共18层)|2018年建|3室2厅|129.01平米|南北, 498万,"38,602元/平",秀月麒林
中山区,低楼层(共27层)|2009年建|2室1厅|78.22平米|东北, 96万,"12,274元/平",普照假日广场
中山区,低楼层(共26层)|2004年建|1室0厅|59.05平米|西, 69万,"11,686元/平",名仕国际公寓
中山区,高楼层(共7层)|1988年建|2室1厅|46.51平米|东南, 66万,"14,191元/平",山屏街
中山区,中楼层(共51层)|2005年建|1室0厅|48.93平米|东南, 81.5万,"16,657元/平",曼哈顿大厦
中山区,高楼层(共7层)|1992年建|2室1厅|60.65平米|东西, 95万,"15,664元/平",39中三八广场
中山区,中楼层(共7层)2室1厅|76.95平米|南北, 106万,"13,776元/平",高原街
中山区,中楼层(共7层)|1990年建|2室1厅|82.44平米|南北, 123万,"14,920元/平",铁山巷
中山区,低楼层(共6层)|1990年建|1室1厅|34.68平米|南北, 51.5万,"14,851元/平",长江路（民主广场商圈）
中山区,中楼层(共7层)|1994年建|1室1厅|52.8平米|东, 54万,"10,228元/平",宪卫里
中山区,低楼层(共6层)|1990年建|2室1厅|63.8平米|东西, 109万,"17,085元/平",中南路
中山区,高楼层(共31层)|2020年建|3室1厅|147.97平米|南北, 328万,"22,167元/平",碧桂园·国际公馆
中山区,高楼层(共7层)|1995年建|2室1厅|79.43平米|南北, 147万,"18,507元/平",春德街
中山区,高楼层(共7层)|2000年建|3室2厅|145.2平米|南北, 225万,"15,496元/平",武昌花园
中山区,高楼层(共7层)|1995年建|2室1厅|67.54平米|东西, 120万,"17,768元/平",昆明街（正阳街）
中山区,中楼层(共6层)|2000年建|1室0厅|32.54平米|南, 44万,"13,522元/平",学府林居
中山区,低楼层(共7层)|1996年建|1室1厅|38.33平米|南, 56万,"14,610元/平",葵园巷
中山区,中楼层(共6层)|1998年建|1室1厅|46平米|南, 79.8万,"17,348元/平",碧涛南园
中山区,中楼层(共31层)|2017年建|3室2厅|145.08平米|南北, 429万,"29,570元/平",海韵华府
中山区,中楼层(共5层)|2002年建|2室2厅|89.51平米|南北, 175万,"19,551元/平",碧海园
中山区,中楼层(共6层)|1994年建|1室0厅|40.82平米|南北, 57万,"13,964元/平",山海巷
中山区,中楼层(共7层)|2000年建|1室1厅|40.84平米|南北, 64万,"15,671元/平",新柳街
中山区,高楼层(共7层)|1996年建|1室0厅|37.22平米|南北, 40万,"10,747元/平",民运巷
中山区,高楼层(共7层)|1996年建|2室0厅|40.18平米|南北, 43万,"10,702元/平",民运巷
中山区,高楼层(共31层)|2006年建|1室0厅|57.84平米|西, 60万,"10,374元/平",名仕财富中心
中山区,低楼层(共33层)|2021年建|3室2厅|127平米|南北, 415万,"32,678元/平",中庚当代艺术三期克里姆特花园
中山区,中楼层(共38层)|2015年建|4室2厅|160.5平米|南北, 530万,"33,022元/平",星光域二期
中山区,低楼层(共46层)|2008年建|3室2厅|155.69平米|东, 265万,"17,022元/平",时代广场
中山区,中楼层(共52层)|2017年建|1室1厅|44.56平米|南, 155万,"34,785元/平",东港天鹅湾
中山区,高楼层(共37层)|2015年建|3室1厅|156.31平米|南北, 466万,"29,813元/平",龙湖水晶郦湾
中山区,高楼层(共37层)|2015年建|3室1厅|126平米|南北, 367万,"29,127元/平",龙湖水晶郦湾
中山区,低楼层(共31层)|2012年建|2室2厅|77.79平米|西南北, 105万,"13,498元/平",泛华领城
中山区,高楼层(共24层)|1997年建|1室1厅|60.33平米|南北, 89.9万,"14,902元/平",39中民功街
中山区,低楼层(共45层)|2019年建|3室2厅|156.04平米|南北, 375万,"24,033元/平",中信丰悦城
中山区,低楼层(共7层)|1995年建|2室1厅|48.6平米|东, 113万,"23,252元/平",39中民建街
中山区,高楼层(共7层)|1998年建|2室2厅|108.02平米|南北, 188万,"17,405元/平",秀月广场
中山区,低楼层(共31层)|1996年建|3室2厅|120.09平米|东南, 209万,"17,404元/平",海港公寓（寺儿沟商圈）
中山区,中楼层(共26层)|2004年建|1室1厅|77.38平米|西北, 90万,"11,631元/平",名仕国际公寓
中山区,高楼层(共30层)|2005年建|1室1厅|57.94平米|南, 119.8万,"20,677元/平",嘉和花样年华二期
中山区,中楼层(共38层)|2014年建|1室1厅|77.28平米|南, 175万,"22,645元/平",国泰港汇中心
中山区,中楼层(共7层)|1996年建|2室1厅|62.59平米|南, 79万,"12,622元/平",高原街
中山区,高楼层(共45层)|2019年建|3室2厅|155.83平米|东南, 388万,"24,899元/平",中信丰悦城
中山区,高楼层(共29层)|2003年建|1室1厅|55.49平米|南, 115万,"20,725元/平",嘉和花样年华一期
中山区,低楼层(共6层)2室2厅|126.24平米|南北, 320万,"25,349元/平",39中明泽街
中山区,低楼层(共35层)|2015年建|2室1厅|75.22平米|南北, 195万,"25,924元/平",亿达云集
中山区,中楼层(共6层)|2003年建|1室1厅|39.99平米|东南, 50万,"12,504元/平",怡和街
中山区,高楼层(共38层)|2014年建|1室0厅|42.51平米|东, 93万,"21,878元/平",国泰港汇中心
中山区,中楼层(共6层)|1995年建|2室1厅|62平米|南, 85万,"13,710元/平",捷凤街
中山区,中楼层(共5层)|1990年建|2室1厅|50.43平米|东南北, 60万,"11,898元/平",文明巷
中山区,中楼层(共26层)|2008年建|1室1厅|46.02平米|南, 48万,"10,431元/平",千汇城
中山区,高楼层(共7层)|1980年建|2室1厅|63.36平米|南北, 75万,"11,838元/平",葵花街
中山区,中楼层(共29层)|2004年建|1室1厅|60.44平米|南, 77.8万,"12,873元/平",中央公馆
中山区,中楼层(共25层)|2017年建|3室2厅|145.29平米|南北, 455万,"31,317元/平",保利天禧
中山区,中楼层(共25层)|2007年建|3室1厅|138.94平米|南, 310万,"22,312元/平",运达嘉洲阳光
中山区,低楼层(共7层)|1993年建|2室1厅|58.36平米|南, 211.5万,"36,241元/平",北斗街（三八广场）
中山区,高楼层(共37层)|2017年建|3室2厅|173.81平米|南北, 550万,"31,644元/平",保利天禧
中山区,高楼层(共30层)|2008年建|1室0厅|47.41平米|东南, 73.5万,"15,504元/平",海派优座
中山区,高楼层(共30层)|2009年建|1室1厅|60.94平米|东, 101万,"16,574元/平",港湾壹号
中山区,低楼层(共33层)|2015年建|2室1厅|78.71平米|南北, 186万,"23,632元/平",胜鼎景山
中山区,中楼层(共6层)|2005年建|3室2厅|109.67平米|南北, 168万,"15,319元/平",葵英林苑
中山区,中楼层(共5层)|1992年建|3室1厅|71.83平米|东西, 279万,"38,842元/平",九中解放街
中山区,中楼层(共24层)|2015年建|2室1厅|75.1平米|南, 169.8万,"22,610元/平",胜鼎桃源
中山区,高楼层(共18层)|2008年建|2室1厅|94.46平米|西南, 160万,"16,939元/平",东港印象DE区
中山区,中楼层(共6层)|1992年建|2室1厅|72.42平米|南东西, 110万,"15,190元/平",中南路
中山区,高楼层(共6层)|1990年建|1室1厅|32.89平米|南, 110万,"33,445元/平",39中开源巷
中山区,中楼层(共19层)|2005年建|2室1厅|96.73平米|南北, 228万,"23,571元/平",石葵秀景
中山区,高楼层(共29层)|2003年建|1室0厅|50平米|南, 110万,"22,000元/平",嘉和花样年华一期
中山区,高楼层(共35层)|2015年建|2室1厅|73.32平米|南, 172万,"23,459元/平",亿达云集
中山区,中楼层(共25层)|2011年建|1室0厅|36.21平米|北, 55万,"15,190元/平",峰尚中南
中山区,低楼层(共35层)1室1厅|60.19平米|南, 149.8万,"24,888元/平",中信丰悦城
中山区,低楼层(共7层)|1994年建|1室1厅|58.78平米|南北, 75万,"12,760元/平",高尚路
中山区,高楼层(共25层)|2009年建|3室1厅|123.59平米|南北, 315万,"25,488元/平",金广东海岸
中山区,中楼层(共5层)|1994年建|2室1厅|48.86平米|南北, 56万,"11,462元/平",山海巷
中山区,低楼层(共6层)|1988年建|2室0厅|44.12平米|南西北, 78万,"17,680元/平",山屏街
中山区,中楼层(共34层)|2011年建|1室1厅|48.15平米|西南, 252万,"52,337元/平",汇邦中心
中山区,低楼层(共31层)|2018年建|2室1厅|88.44平米|南北, 310万,"35,053元/平",保利天禧二期 禧岸1903
中山区,中楼层(共5层)|1992年建|2室1厅|45.79平米|南北, 75万,"16,380元/平",西山巷
中山区,中楼层(共8层)|1994年建|2室1厅|72.17平米|南北, 128万,"17,736元/平",兴盛里（三八广场）
中山区,高楼层(共7层)|1993年建|2室1厅|73.65平米|东西北, 122万,"16,565元/平",39中爱阳街
中山区,高楼层(共5层)|1980年建|2室1厅|53.99平米|南北, 76万,"14,077元/平",新兴巷
中山区,低楼层(共3层)|1990年建|1室1厅|37.85平米|南, 90万,"23,779元/平",桃源小学
中山区,中楼层(共29层)|2016年建|1室1厅|49.47平米|南, 150万,"30,322元/平",保华旺苑
中山区,中楼层(共6层)|1999年建|2室1厅|85.39平米|南北, 136万,"15,927元/平",荣民街（二七商圈）
中山区,高楼层(共19层)|2005年建|3室2厅|136.7平米|南北, 350万,"25,604元/平",青云映山
中山区,低楼层(共7层)|1997年建|2室1厅|62.49平米|南北, 87万,"13,923元/平",碧波园
中山区,中楼层(共5层)|1999年建|2室2厅|95.14平米|南北, 165万,"17,343元/平",虎滩路
中山区,低楼层(共6层)|1993年建|2室1厅|52.95平米|南北, 180万,"33,995元/平",39中柳林街
中山区,高楼层(共18层)|1996年建|2室1厅|94.35平米|南, 167万,"17,701元/平",秀月风景
中山区,中楼层(共8层)|1993年建|2室0厅|45.41平米|东西, 72万,"15,856元/平",永胜街（三八广场）
中山区,高楼层(共18层)|1996年建|2室1厅|88.39平米|西, 123万,"13,916元/平",海港公寓（寺儿沟商圈）
中山区,高楼层(共51层)|2005年建|1室0厅|48.84平米|东, 72万,"14,743元/平",曼哈顿大厦
中山区,低楼层(共26层)|1995年建|2室1厅|107.52平米|西北, 110万,"10,231元/平",海景花园
中山区,低楼层(共32层)|2016年建|3室2厅|139.9平米|南北, 400万,"28,592元/平",绿城九龙仓桃源里
中山区,低楼层(共31层)|2004年建|1室0厅|48.9平米|南, 66万,"13,497元/平",休斯顿公寓
中山区,低楼层(共7层)|1999年建|2室1厅|76.34平米|东西, 135万,"17,685元/平",海景园
中山区,中楼层(共7层)|1990年建|2室1厅|63平米|南北, 106万,"16,826元/平",怡和街
中山区,高楼层(共6层)|2001年建|2室2厅|128平米|南北, 195万,"15,235元/平",隆富山庄
中山区,高楼层(共6层)|1990年建|2室1厅|37.15平米|东西北, 48.5万,"13,056元/平",中南路
中山区,中楼层(共5层)|1990年建|1室0厅|36.08平米|南, 70万,"19,402元/平",秀月小区
中山区,中楼层(共7层)|1996年建|2室1厅|56.07平米|南北, 77.5万,"13,823元/平",高福街
中山区,高楼层(共5层)|1989年建|2室0厅|39.03平米|南北, 100万,"25,622元/平",气象街
中山区,高楼层(共7层)|1993年建|2室1厅|68.3平米|南北, 85万,"12,446元/平",北斗街（三八广场）
中山区,低楼层(共6层)|1995年建|2室1厅|55.71平米|南北, 266万,"47,748元/平",九中白兰街
中山区,中楼层(共42层)|2013年建|3室1厅|110.62平米|南, 370万,"33,448元/平",一方国际
中山区,高楼层(共6层)|1995年建|2室1厅|54.96平米|东北, 78.5万,"14,284元/平",中纬巷
中山区,低楼层(共6层)|1998年建|2室2厅|89.59平米|南北, 180万,"20,092元/平",碧涛南园
中山区,低楼层(共35层)|2015年建|3室1厅|119.24平米|北南, 279万,"23,399元/平",亿达云集
中山区,低楼层(共7层)|1996年建|2室1厅|86.47平米|南北, 135万,"15,613元/平",中南路
中山区,中楼层(共31层)|2012年建|1室1厅|55.86平米|东南, 75万,"13,427元/平",泛华领城
中山区,中楼层(共32层)|2006年建|1室0厅|45.1平米|西北, 149万,"33,038元/平",伊景华园
中山区,低楼层(共7层)|1995年建|1室1厅|41.95平米|东西, 126万,"30,036元/平",39中白兰街（南山商圈）
中山区,低楼层(共6层)|1990年建|1室1厅|41.48平米|东南, 60万,"14,465元/平",春园里
中山区,中楼层(共6层)|1994年建|1室1厅|41.61平米|南北, 60万,"14,420元/平",山海巷
中山区,中楼层(共32层)|2018年建|4室2厅|167.65平米|北南, 530万,"31,614元/平",绿城九龙仓桃源里
中山区,中楼层(共25层)|2011年建|1室1厅|34.7平米|北, 53万,"15,274元/平",峰尚中南
中山区,低楼层(共35层)|2015年建|2室1厅|75.22平米|南北, 179万,"23,797元/平",亿达云集
西岗区,高楼层(共8层)|2008年建|1室1厅|44.45平米|南, 69万,"15,524元/平",骏达阅阳楼
西岗区,中楼层(共6层)|1988年建|2室1厅|58.35平米|东西, 150万,"25,707元/平",34中一二九街
西岗区,中楼层(共7层)|1996年建|2室1厅|83.33平米|南北, 86万,"10,321元/平",新秀街（石道街商圈）
西岗区,高楼层(共24层)|2016年建|3室2厅|96.68平米|南北, 185万,"19,136元/平",香周首府
西岗区,高楼层(共18层)|2008年建|1室1厅|52.91平米|南, 186万,"35,155元/平",颐和香榭
西岗区,中楼层(共6层)|1985年建|3室1厅|67.08平米|南北, 86万,"12,821元/平",新船巷
西岗区,低楼层(共7层)|1996年建|3室1厅|85.5平米|东西, 118万,"13,802元/平",新昌街
西岗区,中楼层(共18层)|1990年建|1室1厅|44.91平米|南北, 115万,"25,607元/平",实验小学英华街
西岗区,低楼层(共30层)|2007年建|1室1厅|48.05平米|北, 108万,"22,477元/平",万达华府二期
西岗区,中楼层(共5层)|2018年建|3室2厅|137.88平米|南北, 550万,"39,890元/平",悦泰福里
西岗区,低楼层(共18层)|2014年建|3室4厅|92.99平米|南北, 385万,"41,403元/平",香周首府
西岗区,中楼层(共27层)|2014年建|2室2厅|103.14平米|南北, 185万,"17,937元/平",百年港湾
西岗区,高楼层(共7层)|1996年建|2室1厅|57.12平米|南北, 75万,"13,131元/平",长春路（新起屯商圈）
西岗区,高楼层(共8层)1室1厅|34.48平米|南, 48万,"13,922元/平",新成巷（大菜市商圈）
西岗区,中楼层(共6层)|1995年建|2室1厅|45.82平米|南北, 59万,"12,877元/平",石葵路（石道街商圈）
西岗区,中楼层(共29层)|2002年建|1室1厅|50.59平米|南西, 51万,"10,082元/平",振富公寓（胜利桥北商圈）
西岗区,高楼层(共30层)|2007年建|2室1厅|101平米|南, 275万,"27,228元/平",万达华府二期
西岗区,高楼层(共7层)|1996年建|4室2厅|142.76平米|南北, 299万,"20,945元/平",融泰花园
西岗区,高楼层(共28层)|2004年建|1室1厅|42.16平米|北, 90万,"21,348元/平",金宸国际
西岗区,中楼层(共8层)|1990年建|1室1厅|34.11平米|南, 99万,"29,024元/平",实验小学市场街
西岗区,高楼层(共6层)|1992年建|2室1厅|43.65平米|南, 140万,"32,074元/平",34中唐山街
西岗区,中楼层(共7层)|1992年建|2室1厅|63.8平米|南北, 79万,"12,383元/平",新丽街
西岗区,低楼层(共21层)2室2厅|88.85平米|南北, 157万,"17,671元/平",红馆
西岗区,低楼层(共5层)|1989年建|2室1厅|48.29平米|南北, 71万,"14,703元/平",盘山街
西岗区,低楼层(共34层)|2011年建|2室1厅|52.44平米|南, 76.3万,"14,550元/平",润德广场
西岗区,低楼层(共11层)|2005年建|3室2厅|140.89平米|南北, 410万,"29,101元/平",万达华府一期
西岗区,高楼层(共7层)2室1厅|47.17平米|南北, 70万,"14,840元/平",石峰街
西岗区,中楼层(共8层)|1997年建|2室1厅|85.26平米|北南, 110万,"12,902元/平",功勋街（胜利桥北商圈）
西岗区,高楼层(共4层)1室1厅|54.73平米|南北, 95万,"17,358元/平",建业南街
西岗区,高楼层(共6层)|2004年建|3室1厅|66.07平米|南北, 136万,"20,585元/平",兴业广场
西岗区,高楼层(共43层)|2012年建|2室1厅|99.39平米|南, 200万,"20,123元/平",中心裕景
西岗区,中楼层(共7层)|1996年建|2室2厅|78.09平米|南北, 127万,"16,264元/平",河沿巷
西岗区,低楼层(共8层)2室0厅|50.47平米|西北, 56万,"11,096元/平",绕山路
西岗区,中楼层(共28层)|2005年建|1室1厅|58.56平米|西北, 93万,"15,882元/平",良玖国际
西岗区,中楼层(共28层)|2005年建|1室1厅|41.66平米|北, 71万,"17,043元/平",良玖国际
西岗区,低楼层(共6层)|1995年建|2室1厅|54.38平米|南北, 87万,"15,999元/平",东北路（石道街商圈）
西岗区,中楼层(共5层)|1995年建|4室1厅|92.35平米|南北, 305万,"33,027元/平",34中水仙街
西岗区,高楼层(共8层)|1990年建|2室1厅|54.1平米|南北, 118万,"21,812元/平",实验小学市场街
西岗区,中楼层(共7层)|1990年建|1室1厅|45.39平米|西, 72.5万,"15,973元/平",北京街南
西岗区,低楼层(共3层)|2002年建|2室1厅|72.99平米|南, 60万,"8,221元/平",绿港湾商务公寓（大菜市商圈）
西岗区,低楼层(共17层)|2010年建|1室1厅|67平米|南西, 61万,"9,105元/平",香榭里
西岗区,中楼层(共7层)|1995年建|3室1厅|58.21平米|南北, 79万,"13,572元/平",绕山路
西岗区,中楼层(共7层)|1990年建|2室1厅|43.98平米|东西, 115万,"26,149元/平",实验小学同庆街
西岗区,中楼层(共6层)|1995年建|1室0厅|32.07平米|南, 45万,"14,032元/平",南石巷
西岗区,低楼层(共7层)|2000年建|1室1厅|48.15平米|南, 48万,"9,969元/平",新船巷
西岗区,高楼层(共7层)|1995年建|1室1厅|42.4平米|南, 60万,"14,151元/平",通江街（大菜市商圈）
西岗区,高楼层(共7层)|1995年建|2室1厅|47.55平米|西南, 55万,"11,567元/平",林茂小区
西岗区,中楼层(共43层)|2012年建|1室1厅|67.58平米|东北, 115万,"17,017元/平",中心裕景
西岗区,高楼层(共12层)|2003年建|3室2厅|137.54平米|南北, 326万,"23,703元/平",隆泉华庭
西岗区,中楼层(共5层)|1989年建|2室1厅|43.67平米|南, 74.5万,"17,060元/平",盘山街
西岗区,中楼层(共12层)|2002年建|3室2厅|146.44平米|南北, 371万,"25,335元/平",长恒花园
西岗区,高楼层(共30层)|1995年建|2室1厅|69.19平米|东北, 93万,"13,442元/平",万达高层
西岗区,高楼层(共8层)|1992年建|2室1厅|48.52平米|东西, 130万,"26,794元/平",实验小学英华街
西岗区,低楼层(共6层)|1988年建|3室1厅|61.7平米|南北, 87万,"14,101元/平",香炉礁
西岗区,中楼层(共6层)|1995年建|2室0厅|39.44平米|东南, 50万,"12,678元/平",石峰街
西岗区,低楼层(共24层)|2016年建|2室1厅|80.41平米|南, 165万,"20,520元/平",香周首府
西岗区,高楼层(共6层)|2002年建|3室2厅|116.87平米|南北, 185万,"15,830元/平",景润二期
西岗区,中楼层(共6层)|1996年建|2室1厅|52.78平米|南北, 72.5万,"13,737元/平",新昌街
西岗区,中楼层(共6层)|1990年建|2室1厅|58.25平米|南, 85万,"14,593元/平",先进街（胜利桥北商圈）
西岗区,中楼层(共6层)|1995年建|1室1厅|32.76平米|南, 60万,"18,316元/平",康平街
西岗区,高楼层(共6层)|1990年建|2室1厅|56.42平米|南北, 62万,"10,990元/平",西麓街
西岗区,中楼层(共30层)|1995年建|2室1厅|69.71平米|东西北, 96.9万,"13,901元/平",万达高层
西岗区,低楼层(共6层)|1989年建|1室1厅|29.5平米|南, 50万,"16,950元/平",长春路（石道街商圈）
西岗区,中楼层(共21层)|2009年建|2室1厅|89.75平米|西南北, 172万,"19,165元/平",龙畔锦城
西岗区,低楼层(共28层)|2004年建|1室1厅|37.55平米|南, 96万,"25,566元/平",金宸国际
西岗区,低楼层(共7层)|1990年建|1室1厅|34.89平米|南西, 39万,"11,178元/平",双兴街（大菜市商圈）
西岗区,低楼层(共34层)|2011年建|1室1厅|52.61平米|北, 96万,"18,248元/平",润德广场
西岗区,中楼层(共7层)|1995年建|1室1厅|37.02平米|南, 45万,"12,156元/平",林茂小区
西岗区,高楼层(共6层)|1996年建|2室1厅|62.11平米|南北, 91万,"14,652元/平",河沿巷
西岗区,高楼层(共8层)|1990年建|1室1厅|39.11平米|西南, 90万,"23,013元/平",实验小学英华街
西岗区,高楼层(共7层)|2000年建|2室1厅|64.89平米|南, 64万,"9,863元/平",香炉礁
西岗区,中楼层(共7层)|2000年建|2室1厅|81.91平米|南北, 127万,"15,505元/平",景润一期
西岗区,中楼层(共7层)|1995年建|2室1厅|57.04平米|南北, 108万,"18,935元/平",北京街南
西岗区,高楼层(共7层)|1995年建|2室1厅|44.04平米|南, 45万,"10,218元/平",纪念街(石道街商圈)
西岗区,低楼层(共6层)|1993年建|1室1厅|36.43平米|南, 125万,"34,313元/平",34中果园巷
西岗区,中楼层(共34层)|2011年建|2室1厅|66.35平米|东, 98万,"14,771元/平",润德广场
西岗区,中楼层(共7层)|1999年建|3室1厅|79.19平米|南北, 110万,"13,891元/平",石松小区
西岗区,中楼层(共5层)|1990年建|2室1厅|68.66平米|南, 85万,"12,380元/平",和云巷
西岗区,高楼层(共26层)|2000年建|2室1厅|95.56平米|东北, 129万,"13,500元/平",银寰花园
西岗区,中楼层(共8层)|1988年建|1室1厅|31.73平米|南, 52万,"16,389元/平",北京街南
西岗区,中楼层(共12层)|2007年建|2室2厅|109.28平米|北, 185万,"16,929元/平",名城国际公馆
西岗区,低楼层(共30层)|2008年建|2室1厅|83.47平米|西南, 207万,"24,800元/平",远洋风景
西岗区,高楼层(共6层)|1995年建|3室2厅|103.39平米|南北, 115万,"11,123元/平",天富山庄
西岗区,中楼层(共6层)|1997年建|2室1厅|51.32平米|南北, 178万,"34,685元/平",34中林荫巷
西岗区,低楼层(共13层)|2005年建|2室2厅|109.46平米|南北, 386万,"35,265元/平",万达华府一期
西岗区,低楼层(共7层)|1988年建|2室1厅|47.09平米|南, 75万,"15,927元/平",香炉礁
西岗区,低楼层(共7层)|1988年建|1室1厅|41.51平米|南北, 70万,"16,864元/平",香炉礁
西岗区,中楼层(共6层)|1990年建|2室1厅|45.81平米|南, 180万,"39,293元/平",34中三元街
西岗区,低楼层(共3层)|1993年建|1室1厅|45.94平米|南, 49.5万,"10,775元/平",靠山北巷（青云街商圈）
西岗区,中楼层(共7层)|2000年建|2室1厅|65.83平米|南, 112万,"17,014元/平",景润一期
西岗区,低楼层(共7层)|1997年建|1室0厅|30.91平米|南, 37.5万,"12,132元/平",天源山庄
西岗区,低楼层(共6层)|1990年建|2室1厅|49.04平米|南北, 76.8万,"15,661元/平",新水巷
西岗区,高楼层(共27层)|2009年建|1室1厅|53.91平米|南, 121.8万,"22,594元/平",南石源居
西岗区,低楼层(共7层)|1992年建|3室1厅|72平米|东西, 162万,"22,500元/平",实验小学英华街
西岗区,中楼层(共24层)|2007年建|3室2厅|141.04平米|东南, 340万,"24,107元/平",万达华府二期
西岗区,高楼层(共7层)|1997年建|3室2厅|99.02平米|南北, 179万,"18,078元/平",丰元小区
西岗区,低楼层(共7层)|1993年建|2室1厅|56.84平米|南, 86万,"15,131元/平",香炉礁
西岗区,中楼层(共7层)|1991年建|2室1厅|56.14平米|南北, 86万,"15,319元/平",香炉礁
西岗区,高楼层(共9层)|2008年建|1室0厅|33.67平米|东, 66万,"19,603元/平",远洋风景
西岗区,低楼层(共7层)|1996年建|2室1厅|62.87平米|南北, 126万,"20,042元/平",长春花园
西岗区,中楼层(共12层)|2002年建|3室2厅|137.4平米|东南, 338万,"24,600元/平",长恒花园
西岗区,低楼层(共7层)|1996年建|3室2厅|116.6平米|东西, 160万,"13,723元/平",桃花源小区
西岗区,低楼层(共7层)|2010年建|2室2厅|65.86平米|南北, 82.5万,"12,527元/平",新阳巷（大菜市商圈）
西岗区,中楼层(共7层)|1995年建|1室1厅|37.31平米|南, 135万,"36,184元/平",34中长春路
西岗区,低楼层(共27层)|2014年建|1室1厅|62.52平米|南, 106万,"16,955元/平",百年港湾
西岗区,低楼层(共7层)|2000年建|2室0厅|42.68平米|东西, 54万,"12,653元/平",新月街
西岗区,低楼层(共7层)|1994年建|2室1厅|43.64平米|南北, 63.8万,"14,620元/平",香炉礁
西岗区,中楼层(共43层)|2012年建|3室1厅|119.58平米|西南, 258万,"21,576元/平",中心裕景
西岗区,中楼层(共6层)|1999年建|2室0厅|42.39平米|南, 55.5万,"13,093元/平",八一路（新起屯商圈）
